name,hint1,hint2
Scott Weiland,"A charismatic rock frontman known for his megaphone vocals, velvet suits, and leading two massive hard rock supergroups across the 1990s and 2000s.",The Stone Temple Pilots singer known for grunge-era vocals and Velvet Revolver.
Emeril Lagasse,"A energetic celebrity chef known for his regional cooking style, live studio audience shows, and shouting an energetic catchphrase while adding spices.",The chef and television host known for Bam! and New Orleans-influenced cooking.
Simon Cowell,"A blunt music executive and television judge known for his tight t-shirts, harsh criticisms, and creating major global talent competitions.",The blunt music executive and television judge known for American Idol and Got Talent.
Howard Stern,"A self-proclaimed king of all media who revolutionized shock-rock radio with unfiltered interviews, humor, and a long-running satellite show.",The influential radio host known for provocative interviews and a long-running SiriusXM show.
Piers Morgan,"A outspoken journalist, tabloid editor, and television host known for his controversial interview style and morning talk show debates.",The journalist and television host known for outspoken interviews and opinion programs.
Mark Cuban,An outspoken billionaire sports team owner and investor who built his fortune during the dot-com boom and judges startup business pitches.,The entrepreneur and television investor known for the Dallas Mavericks and Shark Tank.
Richard Branson,"A flamboyant, bearded billionaire entrepreneur who built an empire spanning record stores, airlines, and commercial spaceflight.","The adventurous entrepreneur who built the Virgin brand across music, travel, and spaceflight."
Barry Sanders,An elusive football running back whose unbelievable agility and low center of gravity allowed him to dodge tacklers before abruptly retiring at his peak.,The Detroit Lions running back famous for elusive cuts and one of football's greatest careers.
Nolan Ryan,"A legendary baseball pitcher who threw a record seven no-hitters and over 5,000 career strikeouts, playing past age 40 with a ferocious fastball.",The hard-throwing pitcher known for seven no-hitters and a record number of strikeouts.
Pete Sampras,"A dominant tennis champion known for his lethal serve-and-volley style, calm demeanor, and winning 14 major singles titles.",The tennis champion known for a booming serve and a record run at Wimbledon.
Andre Agassi,A colorful tennis icon who rocked long hair and neon clothes early in his career before shaving his head and completing a career sweep of major titles.,The charismatic tennis champion known for return-of-serve skill and a colorful public image.
John McEnroe,A fiery tennis prodigy and commentator famous for his unmatched touch at the net and shouting angrily at umpires.,The tennis champion famous for brilliant touch and explosive arguments with umpires.
Andy Murray,A tenacious tennis star who broke a 77-year drought for home players by winning a major grass tournament and two gold medals.,The Scottish tennis champion who became a two-time Wimbledon winner and Olympic gold medalist.
Carlos Alcaraz,"A young tennis prodigy whose explosive speed, powerful forehand, and drop shots made him the youngest world number one in history.",The young tennis champion known for explosive athleticism and major Grand Slam victories.
Carl Lewis,A dominant track and field legend who won nine gold medals across four games in sprinting and the long jump.,The track legend who won Olympic gold across sprinting and long jump over four Games.
Ryan Sheckler,"A child skateboarding prodigy who turned professional at age 13, won gold medals, and starred in his own reality show.",The skateboarding prodigy who became a television personality and action-sports star.
Paul Bettany,A fair-skinned actor who voiced a superhero's computer system before physically playing a maroon-skinned synthezoid in a suit.,"The actor known for A Beautiful Mind, WandaVision, and playing Vision in the Marvel films."
Rupert Everett,A suave actor who stole scenes as a charming best friend in a classic 1990s romantic comedy.,The actor known for My Best Friend's Wedding and a long career in British and American film.
Richard Madden,An actor who played a doomed northern king on a fantasy show before starring as a stoic security officer in a hit thriller.,"The actor known for Bodyguard, Rocketman, and a major role in Game of Thrones."
Kit Harington,A curly-haired actor who played a heroic bastard warrior who knows nothing on a fantasy drama before joining a superhero ensemble.,The actor known for playing Jon Snow in Game of Thrones and appearing in Marvel's Eternals.
Henry Cavill,"A muscular actor who wore the famous red cape as a flying alien hero, hunted monsters as a silver-haired witcher, and built gaming gear.","The actor known for Superman, The Witcher, and the spy comedy The Man from U.N.C.L.E."
Mark Strong,"A bald actor with a sharp jawline who frequently plays suave villains, intelligence chiefs, and a gadget-master secret agent.","The actor known for Tinker Tailor Soldier Spy, Kingsman, and memorable villain roles."
Hugh Laurie,"A talented actor and musician who adopted an accent to play a limp-walking, cane-using, sarcastic medical doctor.",The actor and musician who played the title doctor in House and starred in Veep.
Andrew Scott,An actor who gave an iconic performance as a criminal mastermind consulting villain and a beloved priest on a comedy-drama.,"The actor known for Fleabag, Sherlock, and All of Us Strangers."
Richard Armitage,An actor with a deep voice who played a brooding dwarf king reclaiming his mountain home in a fantasy film trilogy.,The actor known for The Hobbit trilogy and the thriller series Hannibal.
Tom Hiddleston,A charming actor who achieved global fame playing a mischievous god of mischief with green robes and a horned helmet.,"The actor known for Loki, The Night Manager, and playing a Marvel trickster."
Jeremy Irons,"A smooth, deep-voiced actor who won a major acting award for playing an enigmatic aristocrat and voiced a sinister cartoon lion king.","The actor known for Reversal of Fortune, The Lion King voice work, and Justice League."
John Lithgow,"A versatile tall actor who played an alien commander disguised as a professor, an intense serial killer, and an aging prime minister.","The actor known for 3rd Rock from the Sun, Dexter, and The Crown."
